a,b,c,content
0.928520793542644,-1.23458737702453,0.0759962497078306,1
0.974579006114186,0.403727025111518,0.0758462349594976,3
1.16317689724565,2.03769756570838,0.0461641380389874,2
1.37906413985711,0.379248094723616,0.0714862136948981,1
1.10491659070179,0.919268613772184,0.106239627811591,2
1.05920331779463,0.24703597239929,0.135662719407904,2
0.970414632427517,-0.445061274319116,0.0376546207662634,1
0.932028428425783,-0.756744763202999,0.0602814003761951,1
0.908371998579518,0.999276606574691,0.0566409226363744,2
0.854535363026827,0.014104408471636,0.0855267722792679,3
0.792946903056685,0.00597826659209996,0.0630903583843438,1
0.932795517387538,1.03574289953564,0.0986005457779932,1
1.24354344098931,0.606153475529772,0.0651678903819111,1
1.03544857661587,2.46916600001268,0.13485108802253,1
1.01964761987172,0.928770484146114,0.0783796465037715,2
1.0182181799286,-0.359429562091365,0.0800502168997498,3
0.919297120742737,0.573634484728813,0.141860303244159,1
0.911579314056436,-0.438407368656602,0.108067811142115,3
0.951704547256837,-1.31464263968756,0.141749502078209,1
0.847009987333302,0.309088517607627,0.110253830083943,3
1.01619316971419,0.786558578750993,0.152267317708054,2
0.910480248400469,1.2854348957848,0.183495003907325,2
0.982630124394537,-1.07569728984398,0.171966328011741,1
1.07949227036037,-1.40384558813777,0.164980660744995,1
0.660289666141648,0.0595323190984771,0.124319324213181,3
1.024975247098,0.734397613760748,0.0732699246497634,1
1.13856207011136,0.810935017815281,0.0901395525566127,1
0.965023220486364,-0.184303930370626,0.15776210213377,2
1.02939038053637,0.214462485574468,0.10771316312045,1
1.1418040710358,2.79535475743289,0.0638537403926005,2
0.978535945328015,-0.0569047237668135,0.190044783029043,1
0.9505693797159,0.632909091013134,0.0505118800511157,3
1.23973996160076,-0.794580107772696,0.0976979360984737,1
1.06321476246035,1.34100970872783,0.0857969791864462,1
0.941018739632182,-0.265123116228117,0.079771493991457,1
1.29567487815457,1.21644639487305,0.0857469287157328,1
1.24029024239823,-1.22641121620061,0.0812444553189063,3
1.00578070575248,1.37533574810709,0.117446862982879,3
0.987481638771476,-0.305590777471207,0.0393049953599776,2
0.904736351494965,0.295623873593506,0.0255530953463911,2
1.0724455634407,0.102412995302795,0.1831681821813,2
1.22284433303293,1.47963145774964,0.142054134183677,2
1.04716284846172,-0.131408293956805,0.0733182780224973,3
0.865525797638795,-0.0160561655507568,0.0455710444481605,1
1.05003249633235,0.500618661178536,0.0990795487560367,1
0.971707703621916,1.94720559921816,0.17682827392418,2
1.02199542559983,-0.331098927408126,0.0595633760169621,1
0.939899967718734,-0.325465370145674,0.209946754655496,2
1.06208710811377,-0.207260142152535,0.10326711238775,3
1.06696341197057,1.02730473453918,0.0870338448414036,1
1.07380273913923,-2.11610152347005,0.105318705014828,2
0.912681861757317,-0.517972309824838,0.156987834155128,2
1.05751676769016,0.04972393655908,0.0990205939377557,3
1.11035797725181,1.49653804538054,0.135086937651587,2
0.759799068426863,-0.525960286103884,0.0557945382005847,2
1.04687068531383,-0.597910696043977,0.103575036619535,2
0.99064957785621,-0.249778703448446,0.0635549416649252,3
1.25441164787036,-1.5777802720076,0.18322891649608,3
1.11824759255602,0.476712816068222,0.0870829548822604,2
0.993841557846814,-0.139741248646482,0.0318199037959772,2
1.06925617652045,-0.857869136312343,0.163454424044913,2
0.773734763846612,0.602044263736442,0.0957933482973691,2
1.21380235643617,0.309315014230348,0.156829360026234,1
0.943060414389199,-0.593123783305187,0.12736870009168,3
0.912904566200411,-0.555514707779339,0.103903181344253,1
1.12582443692188,-0.530006681540362,0.0917901745219994,1
0.990749777942964,-1.17840034990472,0.0733766548561705,2
0.862753707849425,-0.111718049620061,0.0716060234260352,1
0.891958280984865,0.109403971020352,0.0401891992390125,3
1.34336236807785,0.603262212298506,0.0741424910735786,2
1.08601798363406,-1.26945826272586,0.152870789269454,3
0.843519331792273,-0.471361690527238,0.0872020845163786,2
0.975089325709204,-1.34394298004964,0.0994771363514849,2
1.09531257618698,-0.316336239950188,0.128145869881899,2
0.889928301875256,0.0134120596367031,0.0501766789448921,2
0.925299148181344,-1.47520260002728,0.0478972685934111,3
0.963975386272423,-1.52935344877085,0.10943910477116,2
0.877064888804151,0.99330681647694,0.0971615555730523,1
1.26184510384768,0.123500972173485,0.140287876955411,3
