a,b,c
0.991646726583018,2.32205908622908,0.139047173828104
0.791818229586087,-0.918534487773645,0.144565999599006
0.980434117847611,0.038181798357672,0.0493223215440319
0.974774356446449,-0.0419196502126338,0.0527029555133921
1.00493840312501,-0.487770257381315,0.133664621707141
0.737449582868835,-1.05379820898623,0.105012161133745
0.869050576054752,-1.44213858682604,0.117187527435078
0.988125930348788,-1.63981466294067,0.130224040850911
1.05230649004639,0.0863825079506688,0.0764129396638153
1.13618059180902,0.529136504981843,0.139198018356595
0.859901786643213,1.17733542827818,0.0882075481626793
1.02450278358455,0.398032179544472,0.0731986849929651
1.20566863293841,1.28406762310922,0.131091752741865
0.752534599006107,1.74283859088349,0.0907132626508928
0.841688626822147,0.844459148954372,0.153750164235924
1.35449782520806,0.0872742254378431,0.145981930860751
0.919602186937126,1.20514341399656,0.081850730950707
1.15698110307006,0.71782654846255,0.131847557297544
1.24649948892117,0.230863505034022,0.105421245420219
1.07235005527286,0.0970767154129331,0.0551124507222359
1.05651555355719,-0.138472724405118,0.0809000173972115
1.00858959180656,-1.16431210767224,0.171733306661702
1.32666969622349,1.22857406276986,0.125771683835425
1.05453214020828,-1.16816988836166,0.0510876095186023
1.05776450003912,-1.04166020277272,0.097055819359282
0.998759974867446,1.94905226700517,0.145057448837535
1.18830737079468,-0.48484282237905,0.0867451995756635
0.800574483785843,0.390781676513662,0.051748151655678
1.1526659420928,-0.0535949204457926,0.0755530929135399
0.882132389595263,-1.25742225825039,0.0687226739843404
0.724613644360688,0.521332753280803,0.129468706516672
1.07076593676192,-0.18871395739926,0.0850705934279483
0.828058541707219,-0.113070426918868,0.0666420897307663
0.807129223728947,-0.392030296827252,0.0963359958414017
1.554127770798,1.24114251970967,0.0626036196045328
0.979772228820409,-0.59918609969005,0.0847844805925506
1.06386362269211,-0.703794348919726,0.141541134288744
0.964161467336428,0.537878794426247,0.130031309743767
0.932821186757926,0.443751313851055,0.0361792250027898
0.762423665699448,-0.0780529938960077,0.0785369866472441
0.673838209294654,1.32435817419651,0.0731646788383564
1.5496381287473,0.969103792413927,0.0366522767082614
0.960577138345403,0.886033864655674,0.108637978541739
1.07084130927801,0.335913528780335,0.0259189965471069
1.15494503247871,-0.264575441889469,0.0701461406021232
1.0394065694244,-0.925711994228315,0.110729345891125
0.830870238694476,0.354397021320219,0.0591816066252455
1.34932453477378,-0.888800859292086,0.0909926878442918
1.14315823396928,0.477888568653256,0.138773513710913
1.11999456232734,1.40951024357606,0.0757039924645176
1.03547799864016,0.0425478135621915,0.054678102731271
1.01303236325686,-0.144116016253112,0.116434715252362
0.931671020984887,1.43740253564143,0.155520438704196
1.26974323858955,0.454323185827144,0.120405938476022
0.962371048570937,-0.166853975444195,0.0556048536668833
1.46349362506331,0.671723629834788,0.0538093952627877
1.01777286983139,1.43147779796589,0.0720054213411658
1.12946320001187,-2.30344446910796,0.0937294033261889
0.849992202221242,0.236442576910111,0.143535722119896
1.11578392350053,0.346668381477134,0.0927275247574032
